model,set,item_id,intermediate,lens,layer,top10
gemma-3-27b-it,association,grief,grief,released-R,28, inexplic |  sentimental |  grieving |  heartbroken |  memorial |  quietly |  heartbreaking |  grief |  emotionally |  lovingly
gemma-3-27b-it,association,grief,grief,released-R,29, grieving |  sentimental |  grief |  emotionally |  memorial |  inexplic |  because |  heartbroken | — |  mourning
gemma-3-27b-it,association,grief,grief,released-R,30, grieving |  because |  grief |  sentimental |  heartbroken |  emotionally |  emotional |  mourning |  heartbreaking |  heartbreak
gemma-3-27b-it,association,grief,grief,released-R,31, grieving |  grief |  heartbroken |  sentimental |  emotionally |  mourning |  heartbreak |  emotional |  sobbing |  memorial
gemma-3-27b-it,association,grief,grief,released-R,32, grieving |  grief |  heartbroken |  sentimental |  heartbreak |  mourning |  heartbreaking |  emotionally |  sobbing |  mourn
gemma-3-27b-it,association,grief,grief,released-R,33, grieving |  grief |  heartbroken |  mourning |  heartbreak |  sentimental |  mourn |  heartbreaking |  Grief |  sobbing
gemma-3-27b-it,association,grief,grief,released-R,34, heartbroken |  grieving |  grief |  heartbreak |  sentimental |  mourning |  heartbreaking |  Grief |  sobbing |  mourn
gemma-3-27b-it,association,grief,grief,released-R,35, grieving |  grief |  heartbroken |  she |  herself |  mourning |  Grief |  sentimental |  heartbreak |  her
gemma-3-27b-it,association,grief,grief,released-R,36, she |  grief |  grieving |  heartbroken |  Grief |  sentimental |  Mrs |  her |  mourning |  herself
gemma-3-27b-it,association,grief,grief,released-R,37, she |  grief |  grieving |  Grief |  Mrs |  heartbroken |  sentimental |  her | 她说 |  herself
gemma-3-27b-it,association,grief,grief,released-R,38, she |  grief |  Mrs |  Grief |  grieving | 她说 |  herself |  her |  그녀 |  sentimental
gemma-3-27b-it,association,grief,grief,released-R,39, she |  grief |  그녀 |  her | 她说 |  herself |  Mrs |  Grief |  ఆమె | 她
gemma-3-27b-it,association,grief,grief,released-R,40, she |  그녀 |  her |  herself | 她说 |  grief |  Mrs | 她 |  ఆమె | she
gemma-3-27b-it,association,grief,grief,released-R,41, she |  그녀 | 她 |  her |  ఆమె | 她说 | she | 她的 |  herself |  她
gemma-3-27b-it,association,grief,grief,released-R,42, she |  그녀 | 她 |  her | she |  ఆమె | 她的 |  herself | 她说 |  她
gemma-3-27b-it,association,grief,grief,released-R,43, she |  그녀 |  her | 她 | she | 她的 |  она |  ఆమె |  她 | 彼女
gemma-3-27b-it,association,grief,grief,released-R,44, she |  그녀 | she |  her |  она | 她 |  herself | 她的 |  ఆమె | 她说
gemma-3-27b-it,association,grief,grief,released-R,45, she |  그녀 |  her | she |  grief | 她 |  она |  Grief |  Mrs | 她说
gemma-3-27b-it,association,grief,grief,released-R,46, she |  그녀 | she |  она | 她 |  her |  她 | 她说 |  вона |  ఆమె
gemma-3-27b-it,association,grief,grief,released-R,47, she |  그녀 | she | 她 |  она |  her | 她说 |  她 |  ఆమె |  вона
gemma-3-27b-it,association,grief,grief,released-R,48, she |  그녀 | she |  her | 她 |  она | 她说 |  她 |  ఆమె |  grief
gemma-3-27b-it,association,grief,grief,released-R,49, she | she |  그녀 |  her | 她 |  она | 她说 |  She |  她 |  ఆమె
gemma-3-27b-it,association,grief,grief,released-R,50, she | she |  her |  그녀 |  она |  She | 她 |  Mrs | 她说 |  她
gemma-3-27b-it,association,grief,grief,released-R,51, she | she |  her |  그녀 |  She |  она | 她 |  Mrs | 她说 |  friends
gemma-3-27b-it,association,grief,grief,released-R,52, she |  her | she |  그녀 |  она | 她 |  She |  herself |  вона |  Mrs
gemma-3-27b-it,association,grief,grief,released-R,53, she |  her | she |  그녀 | 她 |  она |  She |  herself | 彼女 |  вона
gemma-3-27b-it,association,grief,grief,released-R,54, she | she |  She |  her |  она | 她 |  그녀 | She |  вона |  她
gemma-3-27b-it,association,grief,grief,released-R,55, she |  She | she |  her |  It |  она |  Everyone |  People |  Every | She
gemma-3-27b-it,association,grief,grief,released-R,56, she |  It |  She |  Every |  Eleven |  Everyone |  People |  Eleanor |  Sometimes |  Some
gemma-3-27b-it,association,grief,grief,released-R,57, It |  she |  She |  Every |  People |  Everyone |  Some |  Sometimes |  The |  After
gemma-3-27b-it,association,grief,grief,released-R,58, She |  It |  she |  Her | She |  He |  People |  They |  The |  Every
gemma-3-27b-it,association,grief,grief,released-R,59," She |  It |  Her | 

 |  she |  He |  The |  Eleven |    |  People"
gemma-3-27b-it,association,grief,grief,released-R,60," She |  It | 

 |   |  The |    |  A |  Her | 
 |  He"
gemma-3-27b-it,association,grief,grief,released-J,0,oretically | റേ |  जॉर्ज |  एक्चु | étera |  AGRIC | বঙ্গে | െങ്കിൽ | śmy | ግሎ
gemma-3-27b-it,association,grief,grief,released-J,1,oretically | റേ | étera |  एक्चु | śmy | 鸰 | theless |  عبدالع | ামুটি | 뢨
gemma-3-27b-it,association,grief,grief,released-J,2,റേ |  एक्चु | śmy | theless |  عبدالع | étera |  जॉर्ज | oretically | বঙ্গে | 鸰
gemma-3-27b-it,association,grief,grief,released-J,3,"뢨 | oretically | റേ | étera | 骠 | theless | "",[],"" |  ASSOCIATION | lensFlare |  عبدالع"
gemma-3-27b-it,association,grief,grief,released-J,4,lensFlare |  llrp |  principally |  প্রভৃতি |  etcétera |  precludes | റേ | 骠 | étera | \|=\
gemma-3-27b-it,association,grief,grief,released-J,5, principally | lensFlare |  etcétera | റേ |  llrp |  প্রভৃতি | étera |  chiefly |  proportionately | 颶
gemma-3-27b-it,association,grief,grief,released-J,6, principally | lensFlare |  llrp | étera |  etcétera |  chiefly |  প্রভৃতি | 颶 | റേ |  $\|\
gemma-3-27b-it,association,grief,grief,released-J,7," etcétera | étera |  principally |  প্রভৃতি | śmy | 颶 | .""[ |  hâ | ുകൊ | শৃঙ্খলা"
gemma-3-27b-it,association,grief,grief,released-J,8," etcétera |  principally |  mim |  hâ | .""[ |  favourably |  Whilst | śmy |  characterised | étera"
gemma-3-27b-it,association,grief,grief,released-J,9," […] |  [...] | .""[ | â | […] | --- |  [... | [...] |  â |  mim"
gemma-3-27b-it,association,grief,grief,released-J,10,".""[ |  '[ |  ... | --- |  [...] | .""' |  â | .] | ,[ | -----"
gemma-3-27b-it,association,grief,grief,released-J,11," â |  — | --- |  [...] | — |  '[ | .""[ |  --- | â |  ..."
gemma-3-27b-it,association,grief,grief,released-J,12, â |  [...] |  — |  -- | â |  ... | Â |  '[ | .] |  ---
gemma-3-27b-it,association,grief,grief,released-J,13," â |  [...] |  — | ,... | .""[ |  '[ |  ... |  -- |  [... | .["
gemma-3-27b-it,association,grief,grief,released-J,14," â |  — |  [...] |  -- | . | â | , |  '[ | ly |  ..."
gemma-3-27b-it,association,grief,grief,released-J,15, — |  -- |  [...] |  â | ... | <start_of_image> | . |  --- |  ... | —
gemma-3-27b-it,association,grief,grief,released-J,16, â |  [...] |  — | Â |  -- | ... | â | ...? | -- |  ...
gemma-3-27b-it,association,grief,grief,released-J,17, — |  â |  -- | ...? | Â | â | — | ? | <start_of_image> |  [...]
gemma-3-27b-it,association,grief,grief,released-J,18, — |  -- | <start_of_image> |  â | — | Â | ? | -- | ...? | â
gemma-3-27b-it,association,grief,grief,released-J,19," -- | <start_of_image> |  â |  "" | ? |  — | Â | ...? |  ? | ."
gemma-3-27b-it,association,grief,grief,released-J,20," â | ? |  -- | <start_of_image> |  "" |  inexplic | ...? |  seemed |  Merry | ?"""
gemma-3-27b-it,association,grief,grief,released-J,21," quietly |  inexplic |  mysteriously |  â | ? |  "" |  seemed |  seemingly |  strangely |  ironically"
gemma-3-27b-it,association,grief,grief,released-J,22," inexplic |  quietly |  mysteriously | --"" | -- |  cheerfully | — |  apparently |  strangely |  silently"
gemma-3-27b-it,association,grief,grief,released-J,23," inexplic |  mysteriously | --"" | -- |  cheerfully | — |  quietly |  ostensibly |  seemed |  apparently"
gemma-3-27b-it,association,grief,grief,released-J,24,"--"" | — |  inexplic | -- |  mysteriously | —“ |  cheerfully |  ostensibly | ?— |  quietly"
gemma-3-27b-it,association,grief,grief,released-J,25," inexplic | --"" | —“ | — |  mysteriously |  ostensibly |  apparently |  BECAUSE | -- | --“"
gemma-3-27b-it,association,grief,grief,released-J,26," inexplic |  ostensibly | —“ | — | --"" |  mysteriously |  quietly |  apparently |  “… |  improb"
gemma-3-27b-it,association,grief,grief,released-J,27," inexplic | — | —“ |  — |  quietly |  ostensibly | —— |  because |  BECAUSE | --"""
gemma-3-27b-it,association,grief,grief,released-J,28, inexplic | — |  quietly | —“ |  — | —— | —” | ——— |  apparently |  inexplicable
gemma-3-27b-it,association,grief,grief,released-J,29, inexplic |  because | —“ |  BECAUSE | — |  quietly |  — |  apparently | —” |  lovingly
gemma-3-27b-it,association,grief,grief,released-J,30, because |  BECAUSE |  porque | because |  inexplic |  потому | เพราะ |  perché | Because |  Because
gemma-3-27b-it,association,grief,grief,released-J,31, because |  BECAUSE |  inexplic | because |  porque | —“ |  fucking | เพราะ |  unconsciously | Because
gemma-3-27b-it,association,grief,grief,released-J,32, inexplic | —“ | 💔 | 🥹 | 😭😭 |  heartbroken | 😔 |  grieving |  because |  unconsciously
gemma-3-27b-it,association,grief,grief,released-J,33, heartbroken |  grieving | 💔 |  воспомина | 🥹 | 😭😭 |  lingered | 她说 |  inexplic |  stubbornly
gemma-3-27b-it,association,grief,grief,released-J,34, heartbroken | 她说 | 💔 | 🥹 |  ఆమె |  grieving | 😭😭 |  stubbornly |  lingered |  그녀
gemma-3-27b-it,association,grief,grief,released-J,35,她说 |  ఆమె |  그녀 | 彼女 | 她的 |  அவள் | 她在 |  သူမ |  เธอ |  她
gemma-3-27b-it,association,grief,grief,released-J,36,她说 |  ఆమె |  그녀 | 彼女 | 她的 |  เธอ | 她在 |  她 |  அவள் |  သူမ
gemma-3-27b-it,association,grief,grief,released-J,37,她说 |  ఆమె |  그녀 |  她 | 彼女 | 她的 | 她在 |  เธอ |  သူမ |  அவள்
gemma-3-27b-it,association,grief,grief,released-J,38,她说 |  그녀 |  ఆమె | 彼女 | 她的 |  她 |  သူမ | 她在 |  เธอ |  அவள்
gemma-3-27b-it,association,grief,grief,released-J,39, 그녀 |  ఆమె | 她说 | 彼女 | 她的 |  她 | 她在 |  သူမ |  เธอ |  அவள்
gemma-3-27b-it,association,grief,grief,released-J,40, 그녀 |  ఆమె | 她说 | 彼女 |  她 | 她的 | 她在 | 她 |  သူမ |  เธอ
gemma-3-27b-it,association,grief,grief,released-J,41, 그녀 |  ఆమె | 她说 | 彼女 | 她的 |  她 | 她在 | 她 |  вона |  เธอ
gemma-3-27b-it,association,grief,grief,released-J,42, 그녀 |  ఆమె | 她的 | 彼女 | 她说 |  她 | 她在 | 她 |  вона |  เธอ
gemma-3-27b-it,association,grief,grief,released-J,43, 그녀 |  ఆమె | 彼女 | 她的 | 她说 |  她 | 她在 | 她 |  she |  вона
gemma-3-27b-it,association,grief,grief,released-J,44, 그녀 |  ఆమె | 她的 | 彼女 | 她说 |  她 | 她在 |  она |  вона |  she
gemma-3-27b-it,association,grief,grief,released-J,45, 그녀 |  ఆమె | 她说 | 彼女 | 她的 |  она |  she |  她 |  вона | 她
gemma-3-27b-it,association,grief,grief,released-J,46, 그녀 |  ఆమె |  she |  она | 她 | 彼女 | 她的 |  вона |  她 | 她说
gemma-3-27b-it,association,grief,grief,released-J,47, 그녀 |  she |  ఆమె |  она | 彼女 | 她 | 她说 |  她 |  вона | 她的
gemma-3-27b-it,association,grief,grief,released-J,48, 그녀 |  she |  ఆమె | 她 |  она | 她说 | 彼女 | 她的 |  她 |  вона
gemma-3-27b-it,association,grief,grief,released-J,49, she |  그녀 | 她 |  она |  ఆమె | 她说 | 彼女 |  вона |  她 | 她的
gemma-3-27b-it,association,grief,grief,released-J,50, she |  그녀 | 她 |  она | 她说 | 彼女 |  вона |  ఆమె | she |  她
gemma-3-27b-it,association,grief,grief,released-J,51, she |  그녀 | 她 |  она | 彼女 | 她说 | she |  вона |  ఆమె |  她
gemma-3-27b-it,association,grief,grief,released-J,52, she |  그녀 | 她 |  она | 彼女 |  her |  вона | she |  ఆమె | 她说
gemma-3-27b-it,association,grief,grief,released-J,53, she |  그녀 | 她 | 彼女 |  her |  она | she |  ఆమె |  вона | 她说
gemma-3-27b-it,association,grief,grief,released-J,54, she | she |  그녀 |  она | 她 |  her | 彼女 |  вона |  ఆమె | 她说
gemma-3-27b-it,association,grief,grief,released-J,55, she | she |  그녀 |  она | 她 |  her |  She |  вона | She | 彼女
gemma-3-27b-it,association,grief,grief,released-J,56, she |  Eleven |  Eleanor |  She | she |  her |  eleven |  Sarah |  Everyone |  она
gemma-3-27b-it,association,grief,grief,released-J,57, she |  It |  She |  Eleven |  Everyone |  Every |  People |  Sometimes |  Eleanor |  Some
gemma-3-27b-it,association,grief,grief,released-J,58, She |  she |  It | She |  Her |  Eleven |  People |  They |  He |  Everyone
gemma-3-27b-it,association,grief,grief,released-J,59," She |  It |  Her |  she | 

 |  Eleven |  The |  He | She |  People"
gemma-3-27b-it,association,grief,grief,released-J,60," She |  It | 

 |   |  The |    |  A |  Her | 
 |  He"
gemma-3-27b-it,association,grief,grief,logit,0,". |  I |  in | 도 | 
 | .” | も | ہ | ! | ও"
gemma-3-27b-it,association,grief,grief,logit,1," I | . | ме | 도 | де | も | .” | ę | ও | 
"
gemma-3-27b-it,association,grief,grief,logit,2," I | де | ме | も | 
 | 도 | .” | . | то | ও"
gemma-3-27b-it,association,grief,grief,logit,3," I | де | 
 | то | ти | も | কে | 도 |  불구하고 | .”"
gemma-3-27b-it,association,grief,grief,logit,4,"
 |  I |  G |  N |  O |  L |  U | ו |  K |  M"
gemma-3-27b-it,association,grief,grief,logit,5,"
 |  I |  G | ו |  N |  L |  K |  M |  O |  X"
gemma-3-27b-it,association,grief,grief,logit,6,"
 |  I |  G |  K |  N | ו |  L |  M |  Y |  S"
gemma-3-27b-it,association,grief,grief,logit,7,"
 |  I |  K |  G | ו |  L |  MAN |  N |  X |  M"
gemma-3-27b-it,association,grief,grief,logit,8,"
 | u |  I | ed | in | il | ו |  K | en |  G"
gemma-3-27b-it,association,grief,grief,logit,9,"
 | u | ed | in |  K | il | n |  S |  I |  N"
gemma-3-27b-it,association,grief,grief,logit,10,"
 | u | ed | in | il |  K |  S |  I | n |  N"
gemma-3-27b-it,association,grief,grief,logit,11,"
 | ed | u | in |  K |  S | il |  N |  I |  Y"
gemma-3-27b-it,association,grief,grief,logit,12,"
 | ed |  K | u |  S |  Y | ת |  Set |  L |  G"
gemma-3-27b-it,association,grief,grief,logit,13,"ed | 
 |  K | ა |  Set |  Operation | u | il | ת |  Y"
gemma-3-27b-it,association,grief,grief,logit,14,"ed | 
 | ა | il |  Maths |  고급 | ת |  Set | et |  K"
gemma-3-27b-it,association,grief,grief,logit,15,"ed |  Maths | il | 
 | ა | l |  S | ಿಂತ |  Puedes |  ಯಾವುದೇ"
gemma-3-27b-it,association,grief,grief,logit,16,"ed | il | l | 
 |  Maths |  Puedes | et | at | u | el"
gemma-3-27b-it,association,grief,grief,logit,17,il | ed | et | at | l | ა | elijke | zelfde |  Puedes |  Usted
gemma-3-27b-it,association,grief,grief,logit,18,et | il | ed | at | l | el | zelfde |  Usted | elijke | ście
gemma-3-27b-it,association,grief,grief,logit,19,il | et | l | el | ed | ა | at | elijke | ющих | an
gemma-3-27b-it,association,grief,grief,logit,20,il | l | el | ed |  toată | elijke | et | at | u | an
gemma-3-27b-it,association,grief,grief,logit,21,el | il | l | elijke |  toată | ed | et |  enemigo |  Çünkü |  Porque
gemma-3-27b-it,association,grief,grief,logit,22,el |  Porque | et | il | ed | adı |  Çünkü |  Because | ul | at
gemma-3-27b-it,association,grief,grief,logit,23,el |  почти | et |  Porque |  без |  Because | ed |  майже |  γιατί |  क्योंकि
gemma-3-27b-it,association,grief,grief,logit,24, почти |  बाथरूम |  майже | et |  Nobody |  без |  फांसी |  Ironically |  তবু |  γιατί
gemma-3-27b-it,association,grief,grief,logit,25, Because | เพราะ |  Nobody |  Madonna |  Porque |  Children | ul | il | el | ed
gemma-3-27b-it,association,grief,grief,logit,26, Poems |  Because |  Dreams |  Things |  Ironically |  Çünkü |  Emily | 尽管 | eer |  Hoffnung
gemma-3-27b-it,association,grief,grief,logit,27, Because |  Things |  Retirement | eer |  Emily | เพราะ |  because |  Nobody |  Poems | urile
gemma-3-27b-it,association,grief,grief,logit,28, Because |  Things |  because |  เพราะ |  Insurance | เพราะ |  That |  Significant |  Hearing |  Television
gemma-3-27b-it,association,grief,grief,logit,29, Because |  because | because | เพราะ |  Things |  เพราะ | porque |  That |  Dreams |  Television
gemma-3-27b-it,association,grief,grief,logit,30, Because |  because | because |  porque | เพราะ |  เพราะ |  Things |  защото | 因为 |  क्योंकि
gemma-3-27b-it,association,grief,grief,logit,31, Because | because |  Things |  because |  Nobody |  เพราะ |  porque |  Knowing |  Thinking | เพราะ
gemma-3-27b-it,association,grief,grief,logit,32, Because |  Things |  Sometimes |  Nobody |  Obviously |  After |  because |  Knowing |  Eventually |  Maybe
gemma-3-27b-it,association,grief,grief,logit,33, Things |  Because |  Memories |  Nobody |  Maybe |  Knowing |  Significant |  Perhaps |  After |  Sometimes
gemma-3-27b-it,association,grief,grief,logit,34, Things |  Slowly |  Knowing |  Somewhere |  Because |  Haunted |  Tears |  Grief |  Nobody |  Every
gemma-3-27b-it,association,grief,grief,logit,35, Things |  After |  Somewhere |  Grief |  Almost |  Something |  Nobody |  Someone |  Tears |  Every
gemma-3-27b-it,association,grief,grief,logit,36, Things |  Maybe |  After |  она |  Like |  Nobody |  Nothing |  Because |  Someone |  Something
gemma-3-27b-it,association,grief,grief,logit,37, Things |  After |  Grief |  Maybe |  она |  Nothing |  Like |  Somewhere |  Everything |  Why
gemma-3-27b-it,association,grief,grief,logit,38, After |  Grief |  Widow |  Things |  Maybe |  Slowly |  Mrs |  Memories |  Mama |  она
gemma-3-27b-it,association,grief,grief,logit,39, Grief |  Maybe |  she |  Things |  она |  Every |  Neighbors |  After |  Widow | she
gemma-3-27b-it,association,grief,grief,logit,40, she |  After |  она |  Grief |  Maybe | she |  Mrs |  Things |  Every |  Neighbors
gemma-3-27b-it,association,grief,grief,logit,41, she |  она | she |  вона |  Она | 她 | 她说 |  그녀 |  After |  Maybe
gemma-3-27b-it,association,grief,grief,logit,42, she |  она | she |  вона |  Она | 她 |  After |  Grief |  People |  Things
gemma-3-27b-it,association,grief,grief,logit,43, she |  она | she |  вона | 她 |  Она |  Every |  People |  After |  그녀
gemma-3-27b-it,association,grief,grief,logit,44, she |  она | she |  вона |  Она |  그녀 | 她 | 她说 |  Every |  People
gemma-3-27b-it,association,grief,grief,logit,45, she |  она | she |  вона |  Она | 她 |  그녀 |  Mrs |  Habits |  Widow
gemma-3-27b-it,association,grief,grief,logit,46, she |  она | she |  вона | 她 |  Ritual |  Она |  그녀 |  Widow |  Mrs
gemma-3-27b-it,association,grief,grief,logit,47, she | she |  она |  вона |  Ritual | 她 |  Она |  그녀 |  Habits |  Widow
gemma-3-27b-it,association,grief,grief,logit,48, she | she |  она |  Habits |  Ritual | 习惯 | 她 |  Habit |  вона |  Mrs
gemma-3-27b-it,association,grief,grief,logit,49, she | she |  она | 她 |  вона | 习惯 |  Habits |  그녀 |  Ritual |  Она
gemma-3-27b-it,association,grief,grief,logit,50, she | she |  People |  она |  It |  Every |  She |  Everyone |  After |  Ritual
gemma-3-27b-it,association,grief,grief,logit,51, she | she |  она |  People |  It |  Everyone |  She |  After |  Every |  Mrs
gemma-3-27b-it,association,grief,grief,logit,52, she | she |  она |  People |  вона | 她 |  It |  She |  Она |  Every
gemma-3-27b-it,association,grief,grief,logit,53, she | she |  она |  People |  She | 她 |  вона |  It |  Every |  그녀
gemma-3-27b-it,association,grief,grief,logit,54, she | she |  She |  People |  она |  It |  Every |  After | She |  Just
gemma-3-27b-it,association,grief,grief,logit,55, she |  People |  It |  Everyone |  Every |  Eleven |  She |  After |  Some |  Sometimes
gemma-3-27b-it,association,grief,grief,logit,56, It |  People |  she |  Every |  Eleven |  Everyone |  After |  She |  Some |  Sometimes
gemma-3-27b-it,association,grief,grief,logit,57, It |  People |  After |  Every |  Some |  she |  Everyone |  She |  Eleven |  Even
gemma-3-27b-it,association,grief,grief,logit,58, She |  It |  Her | She |  He |  People |  she |  They |  The |  After
gemma-3-27b-it,association,grief,grief,logit,59," She |  It |  Her | 

 |  she |  He |  Eleven |  People | She |  The"
gemma-3-27b-it,association,grief,grief,logit,60," She |  It | 

 |   |  The |    |  A |  Her | 
 |  He"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,0,     | s |          |     |    |        |  – |       |         |           
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,1,     | s |          |     |        |    |         |       |  – |           
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,2,     | s |          |     |        |    |         |  – |       | (
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,3,"   |      | s |     |          | , |        |  ( |  – |  as"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,4,"   | , |  ( |      |     | 
 |  and |  as |  in |  "
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,5,", |    |  ( |   |  and | 
 |  in |  as |  a |    "
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,6,", |  ( |    | 
 |   |  in |  and |  as |  a |  to"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,7,", |    |  ( | 
 |   |  and |  as |  in | � |  a"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,8,", | 
 |    |  ( |   |  and |  in | ... |  a |  as"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,9,"
 | , |  ( |    | … | ... |   |  and | ! | *"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,10,"
 |    | , | — | … |  ( | ... | � |   |     "
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,11,"
 | , |    | … |  ( | — | ... |   |  and | !"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,12,"
 | , |    |  ( | — |   | ... | … | ! |  and"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,13,"
 | — | … | , |    |  ( | ! | ... | ( |  "
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,14,"
 | … | ! | — | ... |      |    | ( |     | ,"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,15,"
 | … | — |    | ! |      | ... | , | ( |    "
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,16,"
 | ! |    |      | … | — |     | , |          |       "
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,17,"
 | — | … |      | ! |    |          | � |     |       "
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,18,"
 | — |      | ! | … |          |  poems |        |  words |   "
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,19," sorrow |  words |  poems |      | — |  poem |  Wordsworth | 
 | ! |      "
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,20, sorrow |  poems |  words |  poem |  Wordsworth | — |  стихо |  poets | Words | 诗
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,21, sorrow |  poems | — |  poem |  poetry |  poets |  words |  cheerful |  marvellous |  Wordsworth
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,22, poems | — |  sorrow |  poem |  poetry |  poets |      |  words | … |  Wordsworth
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,23, poems |  poem |  poetry |  sorrow |  words |  poets |  poet |  poetic |  sweetly |  singing
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,24, poems |  sorrow |  poem |  sweetly |  poetry |  poets |  poet |  joyful |  poetic |  cheerful
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,25, poems |  sorrow |  poem |  poets |  poetry |  poetic |  poet |  sweetly |  joyous |  hymns
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,26, sorrow |  poetic |  wondrous |  poems |  poet |  joyful |  poem |  joyous |  lovely |  beautiful
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,27, poetic |  sorrow |  poems |  poem |  poet |  poets |  poetry |  sweetly |  weeping |  joyous
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,28, sorrow |  never |  poems |  poetic |  poem |  darkness |  sweetly |  dark |  poet |  poetry
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,29, never |  sorrow |  to |  God |  was |  that |  so |  no |  gentle |  poems
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,30, never |  sorrow |  death |  life |  God |  calmly |  gentle |  that |  gently |  calm
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,31, death |  Death | Death | death |  dying |  DEATH |  deaths |  died |  sorrow |  смерть
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,32, death |  Death | Death | death |  dying |  DEATH |  deaths |  died |  смерть |  muerte
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,33, death |  Death | Death | death |  DEATH |  dying |  deaths |  ölüm |  смерть |  muerte
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,34, death |  Death | Death | death |  DEATH |  ölüm |  muerte |  смерть |  śmierci | 死亡
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,35, death |  Death | Death | death |  DEATH |  ölüm |  смерть |  muerte |  śmierci |  morte
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,36, death |  Death | Death | death |  DEATH |  смерть |  ölüm |  मृत्यु |  muerte |  deaths
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,37, death |  Death | Death | death |  смерть |  DEATH |  deaths |  ölüm |  смерти |  morte
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,38, death | death | Death |  Death |  смерть |  DEATH |  ölüm |  deaths |  śmierci |  muerte
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,39, death | death | Death |  Death |  смерть |  DEATH |  ölüm |  muerte |  śmierci |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,40, death |  Death | Death | death |  смерть |  DEATH |  ölüm |  मौत |  śmierci |  مرگ
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,41, death | Death |  Death | death |  смерть |  DEATH |  ölüm |  muerte |  śmierci |  morte
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,42, death | Death | death |  Death |  DEATH |  смерть |  muerte |  śmierci |  смерти |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,43, death | Death | death |  Death |  смерть |  DEATH |  śmierci |  muerte |  смерти |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,44, death | death | Death |  Death |  смерть |  DEATH |  śmierci |  смерти |  muerte |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,45, death | Death | death |  Death |  смерть |  śmierci |  embraced |  DEATH |  смерти |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,46, embraced |  surrounded |  death |  Surrounded | Death |  vanqu | death |  embracing |  Death |  overtaken
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,47, surrounded |  embraced |  Surrounded |  death |  vanqu |  embracing |  overtaken | Death | death |  encircled
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,48, surrounded |  embraced |  Surrounded |  embracing |  confronted |  facing |  vanqu |  death |  defeated |  overtaken
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,49, embraced |  surrounded |  embracing |  facing |  Surrounded |  confronted |  death |  faced |  defeated |  confronting
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,50, surrounded |  embraced |  embracing |  facing |  Surrounded |  confronted |  faced |  defeated |  vanqu |  death
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,51, surrounded |  embraced |  facing |  embracing |  Surrounded |  confronted |  faced |  defeated |  vanqu |  confronting
